#taxa	5th	10th	50th	90th	95th	frequency	average
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Alloprevotella;s__sp13492	0.0	0.0	0.0	0.0	0.00236826524571	3	0.0008
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Alloprevotella;s__sp13495	0.0	0.0	0.0	0.0	0.0	2	0.0002
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Alloprevotella;s__sp13497	0.0	0.0	0.0	0.0712043995278	0.11405300152	18	0.0218
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Alloprevotella;s__sp13502	0.0	0.0	0.0	0.0	0.0	2	0.0006
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__NA;s__sp13870-sp13927	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__NA;s__sp13922	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__NA;s__sp13926	0.0	0.0	0.0	0.0751704754884	0.107778112752	20	0.0181
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__NA;s__sp13926-sp13931-sp13934	0.0	0.0	0.0	0.0	0.0	2	0.0003
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__NA;s__sp13926-sp13934	0.0	0.0	0.0	0.0	0.000962043029561	4	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__NA;s__sp13927	0.0	0.0	0.0	0.00532724505327	0.0408501658125	8	0.0035
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__NA;s__sp13936	0.0	0.0	0.0	0.0	0.00202839756592	3	0.001
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__NA;s__sp14118	0.0	0.0	0.0	0.0	0.0	2	0.0007
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__copri	0.0	0.0	0.0	0.0978839153566	0.138618346546	21	0.0236
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cyclobacteriaceae;g__NA;s__sp15054	0.0	0.0	0.0	0.0	0.0	2	0
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Adhaeribacter;s__sp15085	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Adhaeribacter;s__sp15085-sp15088	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Dyadobacter;s__hamtensis	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Dyadobacter;s__psychrophilus	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Hymenobacter;s__latericoloratus-luteus	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Hymenobacter;s__luteus-norwichensis	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Hymenobacter;s__rigui	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Hymenobacter;s__soli	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Hymenobacter;s__sp15222	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Hymenobacter;s__sp15235	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__Flavisolibacter;s__sp18193	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__Flavisolibacter;s__sp18207	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__NA;s__sp18441	0.0	0.0	0.0	0.0	0.0	2	0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__Parafilimonas;s__sp18273	0.0	0.0	0.0	0.0	0.0	2	0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Arcticibacter;s__eurypsychrophilus	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter;s__duraquae	0.0	0.0	0.0	0.0	0.0	1	0.0001
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter;s__steynii	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__NA;s__sp20594	0.0	0.0	0.0	0.0	0.0	2	0
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Bacillaria paxillifer;f__Bacillaria paxillifer;g__Bacillaria;s__paxillifer	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Gossypium arboreum;f__Gossypium arboreum;g__NA;s__NA	0.0	0.0	0.0	0.0	0.0	2	0.0013
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__NA;f__NA;g__Brassica;s__napus	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__NA;f__NA;g__Sugarcane;s__phytoplasma	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Pinus wallichiana;f__Pinus wallichiana;g__Pinus;s__wallichiana	0.0	0.0	0.0	0.0	0.000564579171371	3	0
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Pseudendoclonium akinetum;f__NA;g__NA;s__sp22506	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__niacini	0.0	0.0	0.0	0.0	0.0	2	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Planococcus;s__antarcticus	0.0	0.0	0.0	0.0	0.0	2	0.0006
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Planococcus;s__antarcticus-donghaensis-halocryophilus	0.0	0.0	0.0	0.0	0.0	2	0.0005
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Planococcus;s__donghaensis-halocryophilus	0.0	0.0	0.0	0.0	0.0	2	0.0001
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Planococcus;s__maitriensis-rifietoensis	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Planococcus;s__psychrotoleratus	0.0	0.0	0.0	0.0	0.0	2	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Planococcus;s__rifietoensis	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Planococcus-Planomicrobium;s__donghaensis-glaciei-halocryophilus	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Planococcus-Planomicrobium;s__maritimus-okeanokoites-psychrotoleratus	0.0	0.0	0.0	0.0	0.0	2	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Planomicrobium;s__chinense	0.0	0.0	0.0	0.0	0.0	2	0.0003
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Planomicrobium;s__glaciei	0.0	0.0	0.0	0.0	0.0	2	0.0008
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Planomicrobium;s__okeanokoites	0.0	0.0	0.0	0.0	0.0	1	0.0002
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Sporosarcina;s__pasteurii	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__delphini-intermedius-pseudintermedius	0.0	0.0	0.0	0.0	0.000651502177879	4	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__equorum	0.0	0.0	0.0	0.0	0.0	1	0.0003
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__pseudintermedius	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__saprophyticus	0.0	0.0	0.0	0.0	0.0	2	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__succinus	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__vitulinus	0.0	0.0	0.0	0.0	0.0	1	0.0002
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Carnobacterium;s__inhibens	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Desemzia;s__incerta	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Granulicatella-bacterium;s__adiacens-enrichment	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__cecorum	0.0	0.0	0.0	0.0	0.0	1	0.0004
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__durans-faecium	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__faecalis	0.0	0.0	0.0	0.0	0.0	2	0.0002
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__faecium	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__faecium-hirae	0.0	0.0	0.0	0.0	0.0	2	0.0002
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__acidophilus	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__animalis	0.0	0.0	0.0	0.0	0.0486225642905	5	0.0066
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__johnsonii	0.0	0.0	0.0	0.0	0.0	1	0.0002
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__reuteri	0.0	0.0	0.0	0.0	0.0	2	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae;g__Weissella;s__cibaria-confusa	0.0	0.0	0.0	0.0	0.0	2	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__lactis	0.0	0.0	0.0	0.0	0.0	1	0.0023
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__NA	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__canis	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__equinus	0.0	0.0	0.0	0.137556289403	0.299181917854	14	0.0396
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__gallolyticus	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__infantarius	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__mitis	0.0	0.0	0.0	0.0	0.0	2	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__salivarius	0.0	0.0	0.0	0.0	0.0	2	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__salivarius-thermophilus	0.0	0.0	0.0	0.0	0.000285388127854	3	0.0004
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__baratii	0.0	0.0	0.0	0.0	0.0	2	0.0001
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__beijerinckii	0.0	0.0	0.0	0.0	0.00174581005587	5	0.0002
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__beijerinckii-saccharoperbutylacetonicum	0.0	0.0	0.0	0.0	0.00251742835012	4	0.0001
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__botulinum	0.0	0.0	0.0	0.0	0.0	2	0.0003
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__botulinum-haemolyticum	0.0	0.0	0.0	0.0	0.0	1	0.0002
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__celatum	0.0	0.0	0.0	0.00262659580966	0.00586132952109	11	0.0007
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__paraputrificum	0.0	0.0	0.0	0.00464629278189	0.0212229277203	14	0.0019
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__perfringens	0.0	0.0	0.0	0.0042560583688	0.0210714418674	15	0.0022
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__saccharoperbutylacetonicum	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__sardiniense	0.0	0.0	0.0	0.0	0.0	2	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__sartagoforme	0.0	0.0	0.0	0.0	0.0010816072684	5	0.0002
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__tertium	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Family XIII;g__NA;s__sp31664	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Anaerostipes;s__caccae	0.0	0.0	0.0	0.000506048484264	0.00156360522691	6	0.0002
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Anaerostipes;s__hadrus	0.0	0.0	0.0	0.0	0.000460683539201	3	0.0003
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__coccoides-producta	0.0	0.0	0.0	0.0	0.0	2	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__hansenii	0.0018790421255	0.00565002893917	0.0260185847034	0.0709096367457	0.0849157243439	53	0.0324
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__hansenii-producta	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__luti	0.0	0.0	0.0	0.000374305375601	0.00093080980453	7	0.0001
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__producta	0.0	0.0	0.000629758974065	0.0103643901375	0.012052226314	29	0.003
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__sp31973	0.0	0.0	0.0128259283438	0.0531808434596	0.0600223338917	47	0.0214
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__sp31973-sp32022	0.0	0.0	0.000552708270526	0.0139840182648	0.0245586435938	29	0.0036
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__sp31993	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__sp31993-sp33275	0.0	0.0	0.0	0.0	0.00129659643436	3	0.0001
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__sp31993-sp33278	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__sp32016	0.0	0.0	0.0	0.00550729134347	0.0274446245273	10	0.0033
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__sp32020	0.0	0.0	0.0	0.0	0.00124820780973	3	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__sp32022	0.0	0.0	0.0	0.0	0.000521201742303	4	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__sp32024-sp32034-sp32041	0.0	0.0	0.0	0.0	0.0	2	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__sp32032	0.0	0.0	0.0	0.0	0.0	2	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__sp32034	0.0	0.0	0.00200142959257	0.0224162011173	0.0273114725581	38	0.0059
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__sp32034-sp32041	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__sp32041	0.0	0.0	0.0	0.0	0.00501956152654	5	0.0004
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__sp32042	0.0	0.0	0.00698422269119	0.0310097965335	0.0392285776901	49	0.0124
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__sp32049	0.0	0.0	0.0	0.0	0.0	2	0.0001
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Cellulosilyticum;s__sp32136	0.0	0.0	0.0	0.0	0.000919366178141	3	0.0001
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Epulopiscium;s__sp32231	0.0	0.0	0.0	0.0	0.0	1	0.0001
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Fusicatenibacter;s__saccharivorans	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Howardella;s__ureilytica	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__NA	0.0	0.0	0.0	0.0	0.0	1	0.0002
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__sp32318	0.0	0.0	0.0	0.0	0.00125698324022	5	0.0002
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__sp32318-sp32365	0.0	0.0	0.0	0.0	0.000546162613982	3	0.0001
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__sp32318-sp32365-sp33661	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__sp32350	0.0	0.0	0.0	0.0	0.0	2	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__sp32354	0.0	0.0	0.00169686685655	0.0123510480995	0.0278284501694	37	0.0054
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__sp32354-sp32371	0.0	0.0	0.0	0.00216008640346	0.00260937635905	8	0.0003
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__sp32362	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__sp32365-sp33737	0.0	0.0	0.0	0.0	0.0	2	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__sp32369	0.0	0.0	0.0	0.0014960106383	0.00664684274969	8	0.0006
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__sp32371	0.0	0.0	0.0	0.0	0.00060286360211	3	0.0003
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__sp32372	0.0	0.0	0.0	0.00131187685849	0.00251173965272	10	0.0003
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__sp32372-sp32430	0.0	0.0	0.00240253358087	0.00727085360966	0.0120684479135	33	0.003
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__sp32374	0.0	0.0	0.0	0.00116356382979	0.00206687827563	8	0.0002
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__sp32380	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__sp32387	0.0	0.0	0.0	0.0	0.0	2	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__sp32397	0.0	0.0	0.0	0.0	0.0	2	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__sp32399	0.0	0.0	0.0	0.000926101823708	0.00245884113748	8	0.0004
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__sp32399-sp32871	0.0	0.0	0.0	0.0	0.0	2	0.0001
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__sp32401	0.0	0.0	0.0	0.00323439878234	0.00364809339119	25	0.0013
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__sp32408	0.0	0.0	0.0	0.0	0.00137425561154	3	0.0001
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__sp32408-sp32428	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__sp32424	0.0	0.0	0.0	0.00161284128874	0.00571460481739	15	0.0007
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__sp32428	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__sp32430	0.0	0.0	0.0146356292886	0.0581717451524	0.0843112865718	49	0.0215
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__sp32431	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__sp32431-sp32436	0.0	0.0	0.0	0.0	0.0	1	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__sp32440	0.0	0.0	0.0	0.0	0.0	2	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__sp32443	0.0	0.0	0.00397853684073	0.0639297207967	0.0838447088291	32	0.0167
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__sp32443-sp33657	0.0	0.0	0.0	0.0	0.00708452760803	5	0.0005
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__sp32445	0.0	0.0	0.0	0.0	0.0	1	0.0002
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium-Roseburia;s__sp32372-sp32430-sp33137	0.0	0.0	0.0	0.0	0.00401740877134	3	0.0002
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnospira;s__sp32451	0.0	0.0	0.0	0.0	0.00234460656152	5	0.0002
